a;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32499,93;0;0;0;0
a;220,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32814,75;0;0;0;0
a;220,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32884,76;0;0;0;0
a;221,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32900,69;0;0;0;0
a;221,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32921,39;0;0;0;0
a;222,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32937,32;0;0;0;0
a;222,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,73242;0;0;0;0
a;222,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-35,43945;0;0;0;0
a;223,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-40,57031;0;0;0;0
a;223,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-27,02734;0;0;0;0
a;224,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-27,39453;0;0;0;0
a;224,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32,55078;0;0;0;0
a;224,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-36,11133;0;0;0;0
a;225,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-22,56445;0;0;0;0
a;225,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-29,32227;0;0;0;0
a;226,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,28906;0;0;0;0
a;226,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-33,45117;0;0;0;0
a;227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-24,61133;0;0;0;0
a;227,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26,57031;0;0;0;0
a;227,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-26,63867;0;0;0;0
a;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-34,68945;0;0;0;0
a;228,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20,55273;0;0;0;0
a;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23,91211;0;0;0;0
a;229,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25,56836;0;0;0;0
a;229,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32,17383;0;0;0;0
a;230,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16,70703;0;0;0;0
a;230,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21,86133;0;0;0;0
a;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,63867;0;0;0;0
a;231,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-30,71484;0;0;0;0
a;232,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16,86914;0;0;0;0
a;232,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-22,50781;0;0;0;0
a;232,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,08594;0;0;0;0
a;233,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-30,53125;0;0;0;0
a;233,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20,23828;0;0;0;0
a;234,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-24,25781;0;0;0;0
a;234,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-29,77734;0;0;0;0
a;234,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-33,46484;0;0;0;0
a;235,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21,23633;0;0;0;0
a;235,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23,41016;0;0;0;0
a;236,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-30,48047;0;0;0;0
a;236,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32,54492;0;0;0;0
a;237,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18,55469;0;0;0;0
a;237,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,66406;0;0;0;0
a;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-29,07227;0;0;0;0
a;238,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-35,91602;0;0;0;0
a;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25,0957;0;0;0;0
a;239,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-28,66992;0;0;0;0
a;239,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-30,61719;0;0;0;0
a;240,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19,78906;0;0;0;0
